"﻿变量名",typeSeqID,weight,group,desc,desc_tw,desc_en,desc_vn,desc_kr,choice1,choice1_tw,choice1_en,choice1_vn,choice1_kr,choice2,choice2_tw,choice2_en,choice2_vn,choice2_kr,choice3,choice3_tw,choice3_en,choice3_vn,choice3_kr,choice4,choice4_tw,choice4_en,choice4_vn,choice4_kr,answer,imgID
213,2,50,273,Larvesta will shoot flames from 5 horns to fight against their opponents. How much temperature can the flame reach?,燃燒蟲會通過5只角中噴出火焰與對手戰鬥，火焰的溫度能達到多少度？,Larvesta will shoot flames from 5 horns to fight against their opponents. How much temperature can the flame reach?,404,404,3000°,3000°,3000°,404,404,4000°,4000°,4000°,404,404,5000°,5000°,5000°,404,404,6000°,6000°,6000°,404,404,1,
214,2,50,274,"Legendadry Pokémon Tornadus’s lower body is wrapped in clouds when in Incarnate Forme. What will happen when it changes to the ""Therian Forme""?","傳說精靈龍卷雲的""化身形態""下半身被雲包裹著，當它變為""靈獸形態""會有什麽變化？","Legendadry Pokémon Tornadus’s lower body is wrapped in clouds when in Incarnate Forme. What will happen when it changes to the ""Therian Forme""?",404,404,Hands become wings,雙手變為了翅膀,Hands become wings,404,404,Changed into a dragon form,變為了龍得形態,Changed into a dragon form,404,404,Developing limbs that can walk on land,四肢可在陸地上行走,Developing limbs that can walk on land,404,404,The whole body turned into a wind-like gaseous state,全身化為風一樣的氣態,The whole body turned into a wind-like gaseous state,404,404,1,
215,2,50,275,Which of the following statements about Espurr is wrong?,下列關於妙喵說法錯誤的是？,Which of the following statements about Espurr is wrong?,404,404,Espurr usually has a rich expression and is a trainer’s treat,妙喵平時表情豐富，是訓練師的開心果,Espurr usually has a rich expression and is a trainer’s treat,404,404,Espurr's evolution form has male and female differences,妙喵的進化形態是分雌雄的,Espurr's evolution form has male and female differences,404,404,Espurr’s evolution form only has white and blue on its body,妙喵的進化形身上只有白色和藍色,Espurr’s evolution form only has white and blue on its body,404,404,Espurr  has a strong psychic power,妙喵擁有強大的精神力,Espurr  has a strong psychic power,404,404,1,
216,2,50,276,Oricorio is a kind of Pokémon with different forms and styles. Which ones are not in the form of Oricorio?,花舞鳥是一種有著不同形態風格的精靈，以下列舉中不是花舞鳥的形態的是？,Oricorio is a kind of Pokémon with different forms and styles. Which ones are not in the form of Oricorio?,404,404,Sensu Style,輕柔輕柔風格,Sensu Style,404,404,Baile Style,熱辣熱辣風格,Baile Style,404,404,Pom-Pom Style,啪滋啪滋風格,Pom-Pom Style,404,404,Pa'u Style,呼拉呼拉風格,Pa'u Style,404,404,1,
217,2,50,277,What does the longer and more beautiful the curls on the head of Politoed prove?,蚊香蛙皇頭上的卷毛越長、越漂亮會證明什麽？,What does the longer and more beautiful the curls on the head of Politoed prove?,404,404,"It is the proof of the king, respected by the companions",是王者的證明，受同伴尊敬,"It is the proof of the king, respected by the companions",404,404,Attract more of the other gender,會吸引更多吸引異性,Attract more of the other gender,404,404,Singing louder under the moon,在月下唱歌聲音更大,Singing louder under the moon,404,404,Stronger ability to use skills,使用技能的能力更強,Stronger ability to use skills,404,404,1,
218,2,50,278,Machampi has 4 developed arms. How many punches can these 4 arms strike in 2 seconds according to the Pokédex?,怪力有著發達的4條手臂，請問根據圖鑒記載這4條手臂在2秒內可揮出多少拳？,Machampi has 4 developed arms. How many punches can these 4 arms strike in 2 seconds according to the Pokédex?,404,404,1000 punches,1000拳,1000 punches,404,404,500 punches,500拳,500 punches,404,404,100 punches,100拳,100 punches,404,404,200 punches,200拳,200 punches,404,404,1,
219,2,50,279,"Tentacruel will use tentacles to entangle their prey, and the entangled prey cannot escape. How many tentacles does Tentacruel have in the record?",毒刺水母會使用觸手纏繞獵物，被纏繞的獵物無法逃走。請問毒刺水母在記載中有多少個觸手？,"Tentacruel will use tentacles to entangle their prey, and the entangled prey cannot escape. How many tentacles does Tentacruel have in the record?",404,404,Eighty,80只,Eighty,404,404,A hundred,100只,A hundred,404,404,Fifty,50只,Fifty,404,404,Ten,10只,Ten,404,404,1,
220,2,50,280,Omastar is a kind of Pokémon that are on the verge of extinction. What caused the extinction of this kind of Pokémon?,多刺菊石獸是一種瀕臨滅絕的精靈。請問導致這種精靈滅絕的原因是？,Omastar is a kind of Pokémon that are on the verge of extinction. What caused the extinction of this kind of Pokémon?,404,404,"Because the shell is too heavy, it’s difficult to catch prey",因為殼太重，很難捕捉獵物,"Because the shell is too heavy, it’s difficult to catch prey",404,404,Because other Pokémon feed on it,因為其他寶可夢都以它為食,Because other Pokémon feed on it,404,404,"Because of the volcanic eruption, it basically turned into fossils",因為火山噴發，基本都變為化石了,"Because of the volcanic eruption, it basically turned into fossils",404,404,"Extinct because of the shrinking sea water, unable to breathe",因為海水縮減，無法呼吸而滅絕,"Extinct because of the shrinking sea water, unable to breathe",404,404,1,
221,2,50,281,Which of the following Pokémon are rare Pokémon that found in ancient ruins?,以下哪只精靈是會在古代遺跡中發現的珍奇精靈？,Which of the following Pokémon are rare Pokémon that found in ancient ruins?,404,404,Baltoy,天秤偶,Baltoy,404,404,Altaria,七夕青鳥,Altaria,404,404,Numel,呆火駝,Numel,404,404,Spoink,跳跳豬,Spoink,404,404,1,
222,2,50,282,How many fingers does the tail of the Ambipom have?,雙尾怪手的尾巴共有幾根手指？,How many fingers does the tail of the Ambipom have?,404,404,Six,6根,Six,404,404,Three,3根,Three,404,404,Eight,8根,Eight,404,404,Ten,10根,Ten,404,404,1,
223,2,50,283,"Which of the following Pokémon will suddenly spray a very stinky liquid to drive away the enemy when it smells an enemy, and the smell of the stinky liquid will spread within a radius of 2 kilometers?",以下哪只精靈在鼻子嗅到敵人時會突然噴出很臭的液體趕走敵人，且臭液的氣味會擴散半徑２公裏的範圍？,"Which of the following Pokémon will suddenly spray a very stinky liquid to drive away the enemy when it smells an enemy, and the smell of the stinky liquid will spread within a radius of 2 kilometers?",404,404,Stunky,臭鼬噗,Stunky,404,404,Gloom,臭臭花,Gloom,404,404,Grimer,臭泥,Grimer,404,404,Vileplume,霸王花,Vileplume,404,404,1,
224,2,50,284,What does Happiny always hold in his arms?,小福蛋懷中經常抱著什麽？,What does Happiny always hold in his arms?,404,404,stone,石頭,stone,404,404,Egg,蛋,Egg,404,404,Ball,球,Ball,404,404,Ice cube,冰塊,Ice cube,404,404,1,
225,2,50,285,What methods do Tympole generally use to inform their companions that they are dangerous?,圓蝌蚪一般使用什麽方法告知同伴有危險？,What methods do Tympole generally use to inform their companions that they are dangerous?,404,404,By vibrating cheeks,通過振動臉頰,By vibrating cheeks,404,404,By waving the tail,通過搖動尾巴,By waving the tail,404,404,By calling out loud,通過大聲呼叫,By calling out loud,404,404,Notice by shooting water,通過發射水槍提示,Notice by shooting water,404,404,1,
226,2,50,286,There are two styles of Basculin: red striped and blue striped. What happens when you put the two in a fish tank?,野蠻鱸魚會有兩個樣式：紅色條紋和藍色條紋的。請問當把二者放在一個魚缸內會發生什麽？,There are two styles of Basculin: red striped and blue striped. What happens when you put the two in a fish tank?,404,404,Fight together,打作一團,Fight together,404,404,Nothing happened,無事發生,Nothing happened,404,404,Give birth to small fish,生下小魚,Give birth to small fish,404,404,The two merge into one,二者融合為一條,The two merge into one,404,404,1,
227,2,50,287,"Darumaka would curl up his hands and feet when sleeping, and the flames burning inside would become smaller and quiet. What is the usual temperature of the flame burning in the body?",火紅不倒翁在睡覺的時候會蜷縮起手腳，體內燃燒的火焰也會變小並安靜下來。請問體內燃燒的火焰溫度通常為？,"Darumaka would curl up his hands and feet when sleeping, and the flames burning inside would become smaller and quiet. What is the usual temperature of the flame burning in the body?",404,404,600 degrees,600度,600 degrees,404,404,400 degrees,400度,400 degrees,404,404,1000 degrees,1000度,1000 degrees,404,404,720 degrees,720度,720 degrees,404,404,1,
228,2,50,288,Which of the following Pokémon are willing to use their lives to protect their trusted trainer and having the ability to predict the future?,以下哪只精靈願意用生命去守護自己信賴的訓練家，並擁有預知未來的能力？,Which of the following Pokémon are willing to use their lives to protect their trusted trainer and having the ability to predict the future?,404,404,Gardevoir,沙奈朵,Gardevoir,404,404,Pikachu,皮卡丘,Pikachu,404,404,Rapidash,烈焰馬,Rapidash,404,404,Eevee,伊布,Eevee,404,404,1,
229,2,50,289,"Which of the following Pokémon has a very arrogant personality, and considers itself the most remarkable?",下列哪只精靈性情非常高傲，且每一只認為自己是最了不起的？,"Which of the following Pokémon has a very arrogant personality, and considers itself the most remarkable?",404,404,Prinplup,波皇子,Prinplup,404,404,Milotic,美納斯,Milotic,404,404,Snivy,藤藤蛇,Snivy,404,404,Pikachu,皮卡丘,Pikachu,404,404,1,
230,2,50,290,Shinx are cute Electric-type Pokémon. The end of the tail is very cute. What is the shape of the end?,小貓怪是可愛的電光精靈，尾巴的末端非常可愛，請問末端的形狀是？,Shinx are cute Electric-type Pokémon. The end of the tail is very cute. What is the shape of the end?,404,404,A yellow quadrangle,一個黃色的四角形,A yellow quadrangle,404,404,A yellow heart,一個黃色的愛心,A yellow heart,404,404,A yellow thunder,一個黃色的閃電,A yellow thunder,404,404,A yellow five-pointed star,一個黃色的五角星,A yellow five-pointed star,404,404,1,
231,2,50,291,"In the animation, which of the following Pokémon has not owned by Jessie?",動畫中，以下精靈中哪只武藏沒有擁有過？,"In the animation, which of the following Pokémon has not owned by Jessie?",404,404,Toxapex,超壞星,Toxapex,404,404,Wobbuffet,果然翁,Wobbuffet,404,404,Ekans,阿柏蛇,Ekans,404,404,Pumpkaboo,南瓜精,Pumpkaboo,404,404,1,
232,2,50,292,Which of the following mushroom like Pokémon are Fairy type?,以下蘑菇型精靈中哪只是妖精屬性的？,Which of the following mushroom like Pokémon are Fairy type?,404,404,Morelull,睡睡菇,Morelull,404,404,Shroomish,蘑蘑菇,Shroomish,404,404,Foongus,哎呀球菇,Foongus,404,404,Parasect,派拉斯特,Parasect,404,404,1,
233,2,50,293,Palossand is a Ghost and Ground type Pokémon. There is a very prominent red shovel on top of its head. What is the use of the shovel?,噬沙堡爺是幽靈和地面系精靈，頭頂上有一個很顯著的紅色鏟子，請問鏟子的用處是什麽？,Palossand is a Ghost and Ground type Pokémon. There is a very prominent red shovel on top of its head. What is the use of the shovel?,404,404,Has the function of radar,有著雷達的功能,Has the function of radar,404,404,"No effect, can be pull out",無作用，可以拔掉,"No effect, can be pull out",404,404,An exclusive weapon,一種專屬武器,An exclusive weapon,404,404,Attract children to play with themselves,吸引小孩子跟自己玩,Attract children to play with themselves,404,404,1,
234,2,50,294,There are many artificial Pokémons in the world of Pokémon. Which one of the following Pokémon is not artificial?,精靈世界中存在很多人造精靈，下面精靈中哪只不是人造的精靈？,There are many artificial Pokémons in the world of Pokémon. Which one of the following Pokémon is not artificial?,404,404,Mew,夢幻,Mew,404,404,Polygon,多邊獸,Polygon,404,404,Mewtwo,超夢,Mewtwo,404,404,Type: Null,屬性：空,Type: Null,404,404,1,
235,2,50,295,Many Pokémons are very lazy. Which of the following Pokémons is not very lazy?,有很多精靈都十分懶散，請問以下精靈中哪只不會很懶散？,Many Pokémons are very lazy. Which of the following Pokémons is not very lazy?,404,404,Pikachu,皮卡丘,Pikachu,404,404,Komala,樹枕尾熊,Komala,404,404,Snorlax,卡比獸,Snorlax,404,404,Slaking,請假王,Slaking,404,404,1,
236,2,50,296,Movie [I Choose You!] Who is the Pokémons hiding in the shadow of Ash?,劇場版動畫【就決定是你了！】中躲在小智影子裏的精靈是誰？,Movie [I Choose You!] Who is the Pokémons hiding in the shadow of Ash?,404,404,Marshadow,瑪夏多,Marshadow,404,404,Gengar,耿鬼,Gengar,404,404,Sableye,勾魂眼,Sableye,404,404,Duskull,夜巡靈,Duskull,404,404,1,
237,2,50,297,Which of the following Pokémons can fly?,以下精靈中哪只能飛？,Which of the following Pokémons can fly?,404,404,Farfetch'd,大蔥鴨,Farfetch'd,404,404,Archen,始祖小鳥,Archen,404,404,Doduo,嘟嘟,Doduo,404,404,Natu,天然雀,Natu,404,404,1,
238,3,50,325,What is the temperature of the spark from Torchic's mouth?,火稚雞從嘴裏噴射出的火花溫度可以達到多少？,What is the temperature of the spark from Torchic's mouth?,404,404,1000°,1000°,1000°,404,404,500°,500°,500°,404,404,800°,800°,800°,404,404,1300°,1300°,1300°,404,404,1,
239,3,50,326,"There are three legendary Pokémons called ""The Being of Willpowerl"", ""The Being of Emotion"" and ""The Being of Knowledge"". Who represents the ""The Being of Knowledge""?","有三只傳說精靈分別被稱為""意誌之神""、""感情之神""、""知識之神""，請問是誰代表著""知識之神""？","There are three legendary Pokémons called ""The Being of Willpowerl"", ""The Being of Emotion"" and ""The Being of Knowledge"". Who represents the ""The Being of Knowledge""?",404,404,Uxie,由克希,Uxie,404,404,Mesprit,艾姆利多,Mesprit,404,404,Azelf,亞克諾姆,Azelf,404,404,Dialga,帝牙盧卡,Dialga,404,404,1,
240,3,50,327,Which of the following Pokémons can perceive when the Pokémon egg hatches through its tentacles?,以下哪只精靈可通過自己的觸角感知精靈蛋何時孵化？,Which of the following Pokémons can perceive when the Pokémon egg hatches through its tentacles?,404,404,Audino,差不多娃娃,Audino,404,404,Blissey,幸福蛋,Blissey,404,404,Octillery,章魚桶,Octillery,404,404,Swoobat,心蝙蝠,Swoobat,404,404,1,
241,3,50,328,Which of the following is the way to keep Swirlix from getting angry?,以下哪個是可以讓綿綿泡芙不會鬧脾氣的方法？,Which of the following is the way to keep Swirlix from getting angry?,404,404,Need to eat sugar of the same weight as its own weight,需要吃掉與自己體重相同重量的砂糖,Need to eat sugar of the same weight as its own weight,404,404,Need to eat a lot of fruit,需要吃大量的水果,Need to eat a lot of fruit,404,404,Needs trainer to massage its head,需要訓練家的按摩它的頭部,Needs trainer to massage its head,404,404,I need to eat a Poké puff every day,每天都需要吃一個精靈泡芙,I need to eat a Poké puff every day,404,404,1,
242,3,50,329,"There is an Pokémon who lives on the cold land of ancient times and when it screams, there will be aurora in the night sky. What it this Pokémon?",有一只精靈會生活在古代寒冷的土地上鳴叫的時候夜空中會出現極光。請問它是？,"There is an Pokémon who lives on the cold land of ancient times and when it screams, there will be aurora in the night sky. What it this Pokémon?",404,404,Amaura,冰雪龍,Amaura,404,404,Articuno,急凍鳥,Articuno,404,404,Dragonair,哈克龍,Dragonair,404,404,Avalugg,冰巖怪,Avalugg,404,404,1,
243,3,50,330,"It is said that Legendary Pokémon Xerneas is able to share its eternal life, sleep for a period like a tree and then resurrect. How long does it need to sleep?",傳說精靈哲爾尼亞斯據說能夠分享出永恒的生命，並以樹木的樣子沈睡一段時間後復活，請問沈睡多久？,"It is said that Legendary Pokémon Xerneas is able to share its eternal life, sleep for a period like a tree and then resurrect. How long does it need to sleep?",404,404,1000 years,1000年,1000 years,404,404,1500 years,1500年,1500 years,404,404,2000 years,2000年,2000 years,404,404,3000 years,3000年,3000 years,404,404,1,
244,3,50,331,Anorith swim in the ancient sea by twisting the wings that grow on its sides. How many wings are there?,太古羽蟲會通過扭動長在體側的翅膀在遠古的大海裏遊動，請問他體側有多少個翅膀？,Anorith swim in the ancient sea by twisting the wings that grow on its sides. How many wings are there?,404,404,Eight,8個,Eight,404,404,Six,6個,Six,404,404,Four,4個,Four,404,404,Ten,10個,Ten,404,404,1,
245,3,50,332,Spiritomb was bound to a fissure in an Odd Keystone as punishment for misdeeds 500 years ago. and it was formed by a lot of souls. How many souls are there?,花巖怪因為500年前作惡多端，導致身體被綁縛在楔石的裂縫裏，並且裝載著大量魂魄在內。請問裝載了多少個魂魄？,Spiritomb was bound to a fissure in an Odd Keystone as punishment for misdeeds 500 years ago. and it was formed by a lot of souls. How many souls are there?,404,404,108,108個,108,404,404,112,112個,112,404,404,136,136個,136,404,404,173,173個,173,404,404,1,
246,3,50,333,Woobat will sleep on the cave wall with its nostrils adsorbing on it. What traces will be left in the place where it has been adsorbed?,滾滾蝙蝠會用鼻孔吸附在洞穴巖壁上睡覺，請問吸附過的地方會留下什麽痕跡？,Woobat will sleep on the cave wall with its nostrils adsorbing on it. What traces will be left in the place where it has been adsorbed?,404,404,Heart-shaped,心形,Heart-shaped,404,404,Round shape,圓形,Round shape,404,404,Two points,兩個點,Two points,404,404,Square,方形,Square,404,404,1,
247,3,50,334,Which one of the following descriptions of the leaves on the head of Petilil is incorrect?,以下關於百合根娃娃頭頂的葉子描述不正確的是哪一項?,Which one of the following descriptions of the leaves on the head of Petilil is incorrect?,404,404,It tastes fragrant and delicious,咬起來清香可口,It tastes fragrant and delicious,404,404,Bitter tasted,咬起來很苦,Bitter tasted,404,404,Relieve body fatigue after use,使用後緩解身體疲勞,Relieve body fatigue after use,404,404,Mental recovery after use,使用後精神恢復,Mental recovery after use,404,404,1,
248,3,50,335,Which of the following statements about Krokorok’s eyeballs is wrong?,以下關於混混鱷眼球膜說法錯誤的是？,Which of the following statements about Krokorok’s eyeballs is wrong?,404,404,Can shine in the dark,在黑夜中可以發光,Can shine in the dark,404,404,Effectively protect your eyes in sandstorms,在沙暴中有效保護眼睛,Effectively protect your eyes in sandstorms,404,404,Can sense the heat of the object,可以感知物體的熱度,Can sense the heat of the object,404,404,Able to see my surroundings even in the dark,在黑暗中也能看見周圍,Able to see my surroundings even in the dark,404,404,1,
249,3,50,336,"Yamask will hold a mask all the time, because this mask is?",哭哭面具無時無刻都會拿著一個面具，因為這個面具是？,"Yamask will hold a mask all the time, because this mask is?",404,404,The face when it was still a human,還是人類時的臉,The face when it was still a human,404,404,Has great energy,有著巨大的能量,Has great energy,404,404,"Because it has no body, it is used for decoration",因為沒有身體，用來裝飾,"Because it has no body, it is used for decoration",404,404,Pasted on the body and cannot be taken off,粘貼在身上無法拿下來,Pasted on the body and cannot be taken off,404,404,1,
250,3,50,337,"Which of the following Pokémons is called the ancestor of bird Pokémons, has wings but can't fly?",以下哪只精靈被稱為鳥精靈的祖先，有翅膀但不會飛？,"Which of the following Pokémons is called the ancestor of bird Pokémons, has wings but can't fly?",404,404,Archen,始祖小鳥,Archen,404,404,Pidgey,波波,Pidgey,404,404,Taillow,傲骨燕,Taillow,404,404,Aerodactyl,化石翼龍,Aerodactyl,404,404,1,
251,3,50,338,Kricketot is a cricket Pokémon which can make a pleasant tone by shaking his head back and forth and tentacles colliding with each other. What musical instrument does this sound like?,圓法師是蟋蟀精靈，會通過前後晃動腦袋、觸角互相碰撞發出悅人的音色。請問這個碰撞聲和什麽樂器很像？,Kricketot is a cricket Pokémon which can make a pleasant tone by shaking his head back and forth and tentacles colliding with each other. What musical instrument does this sound like?,404,404,Xylophone,木琴,Xylophone,404,404,Bells,鈴鐺,Bells,404,404,Flute,笛子,Flute,404,404,Triangle,三角鐵,Triangle,404,404,1,
252,3,50,339,Which of the following statements about Minior is incorrect?,下列關於小隕星說法不正確的是？,Which of the following statements about Minior is incorrect?,404,404,The body will become heavier after Minior shatters its shell,小隕星碎掉外殼後身體會變得更重,The body will become heavier after Minior shatters its shell,404,404,The core of Minior has 7 colors,小隕星內核有7種顏色,The core of Minior has 7 colors,404,404,"Miniors has two type, Rock and Flying",小隕星是巖石飛行兩種屬性,"Miniors has two type, Rock and Flying",404,404,The outer shell of Minior is formed by absorbing a lot of dust particles,小隕星的外殼是吸取了很多塵粒形成的,The outer shell of Minior is formed by absorbing a lot of dust particles,404,404,1,
253,3,50,340,"In anime, there are many islands in the Alola Region, and there will also be an exclusive guardian on the islands. Tapu Bulu is one of them. Which island does it guard?",動畫中，阿羅拉地區有眾多島嶼，島嶼上也會有專屬的守護神。卡噗 · 哞哞就是其中之一，請問它守護的哪一個島嶼？,"In anime, there are many islands in the Alola Region, and there will also be an exclusive guardian on the islands. Tapu Bulu is one of them. Which island does it guard?",404,404,Ula'ula Island,烏拉烏拉島,Ula'ula Island,404,404,Poni Island,波尼島,Poni Island,404,404,Akala Island,阿卡拉島,Akala Island,404,404,Melemele Island,美樂美樂島,Melemele Island,404,404,1,
254,3,50,340,"In movie [Wishing Star of the Seven Nights], whose innocence awakens Jirachi?",劇場版動畫【七夜的許願星 基拉祈】中是誰的純真之心喚醒了基拉祈？,"In movie [Wishing Star of the Seven Nights], whose innocence awakens Jirachi?",404,404,Max,小勝,Max,404,404,Misty,小霞,Misty,404,404,Ash,小智,Ash,404,404,Brock,小剛,Brock,404,404,1,
255,3,50,340,"Who was called the ""Aura Warrior"" in the movie ""Lucario and the Mystery of Mew"" in the Pokémon battle long ago?",劇場版動畫【夢幻與波導的勇者】中在很久以前的精靈大戰中被稱為“波導的勇者”的是誰？,"Who was called the ""Aura Warrior"" in the movie ""Lucario and the Mystery of Mew"" in the Pokémon battle long ago?",404,404,Sir Aaron,亞朗,Sir Aaron,404,404,May,小遙,May,404,404,Kidd Summers,琪朵·夏瑪茲,Kidd Summers,404,404,Mime Jr.,摩尼尼,Mime Jr.,404,404,1,
256,3,50,340,Which two Pokémons did Mew suddenly appear and took away in movie [Lucario and the Mystery of Mew]?,劇場版動畫【夢幻與波導的勇者】中夢幻突然出現帶走了哪兩只精靈？,Which two Pokémons did Mew suddenly appear and took away in movie [Lucario and the Mystery of Mew]?,404,404,Pikachu and Meowth,皮卡丘和喵喵,Pikachu and Meowth,404,404,Pikachu and Treecko,皮卡丘和木守宮,Pikachu and Treecko,404,404,Meowth and Chimecho,喵喵和風鈴鈴,Meowth and Chimecho,404,404,Wobbuffet and Pikachu,果然翁和皮卡丘,Wobbuffet and Pikachu,404,404,1,
257,3,50,340,"In movie [The Rise of Darkrai], there is a Pokémon in Alamos Town that can make Pokémons faint and have nightmares. Which Pokémon is it?",劇場版動畫【決戰時空之塔】中白楊鎮出現了一只能讓精靈們昏厥並產生惡夢的精靈，請問是哪只來歷不明的精靈？,"In movie [The Rise of Darkrai], there is a Pokémon in Alamos Town that can make Pokémons faint and have nightmares. Which Pokémon is it?",404,404,Darkrai,達克萊伊,Darkrai,404,404,Dialga,帝牙盧卡,Dialga,404,404,Palkia,帕路奇亞,Palkia,404,404,Hoopa,胡帕,Hoopa,404,404,1,
258,3,50,341,"In movie [Arceus and the Jewel of Life] What is the fifth Legendary Pokémon to appear after Arceus, Dialga, Palkia, and Giratina?",劇場版動畫【阿爾宙斯超克的時空】中繼阿爾宙斯、帝牙盧卡、帕路奇亞和騎拉帝納後第五只登場的傳說精靈是什麽？,"In movie [Arceus and the Jewel of Life] What is the fifth Legendary Pokémon to appear after Arceus, Dialga, Palkia, and Giratina?",404,404,Heatran,席多藍恩,Heatran,404,404,Mewtwo,超夢,Mewtwo,404,404,Mew,夢幻,Mew,404,404,Groudon,固拉多,Groudon,404,404,1,
259,3,50,341,"In movie [Pokémon Ranger and the Temple of the Sea], who did Manaphy think is his mother?",劇場版動畫【精靈巡護員與蒼海的王子】中瑪納霏曾認定誰是媽媽？,"In movie [Pokémon Ranger and the Temple of the Sea], who did Manaphy think is his mother?",404,404,May,小遙,May,404,404,Misty,小霞,Misty,404,404,Dawn,小光,Dawn,404,404,Max,小勝,Max,404,404,1,
260,3,50,341,In movie [Deoxys the Visitor] Who is the target of Deoxys's to fight with?,劇場版動畫【裂空的訪問者 代歐奇希斯】中代歐奇希斯的戰鬥對象是誰？,In movie [Deoxys the Visitor] Who is the target of Deoxys's to fight with?,404,404,Rayquaza,裂空座,Rayquaza,404,404,Groudon,固拉多,Groudon,404,404,Kyogre,蓋歐卡,Kyogre,404,404,Ho-Oh,鳳王,Ho-Oh,404,404,1,
261,3,50,341,"In movie [Zoroark: Master of Illusions], which legendary Pokémon is raging on the streets?",劇場版動畫【幻影的霸者 索羅亞克】中哪幾只神獸在街道上暴走？,"In movie [Zoroark: Master of Illusions], which legendary Pokémon is raging on the streets?",404,404,"Raikou, Entei, Suicune",雷公，炎帝，水君,"Raikou, Entei, Suicune",404,404,"Moltres, Zapdos, Articuno",火焰鳥，閃電鳥，急凍鳥,"Moltres, Zapdos, Articuno",404,404,"Regirock, Registeel, Regice",雷吉洛克，雷吉斯奇魯，雷吉艾斯,"Regirock, Registeel, Regice",404,404,"Dialga, Palkia, Giratina",帝牙盧卡，帕路奇亞，騎拉帝納,"Dialga, Palkia, Giratina",404,404,1,
262,3,50,341,"In movie [Kyurem VS. The Sword of Justice], whose power can Kyurem combine and transformed into another form?",劇場版動畫【酋雷姆VS聖劍士 凱路迪歐】中酋雷姆可以結合誰的力量轉變成別的形態？,"In movie [Kyurem VS. The Sword of Justice], whose power can Kyurem combine and transformed into another form?",404,404,"Zekrom, Reshiram",捷克羅姆，萊希拉姆,"Zekrom, Reshiram",404,404,"Palkia, Dialga",帕路奇亞，帝牙盧卡,"Palkia, Dialga",404,404,"Groudon, Kyogre",固拉多，蓋歐卡,"Groudon, Kyogre",404,404,"Mew, Mewtwo",夢幻，超夢,"Mew, Mewtwo",404,404,1,
263,3,50,342,In movie [Arceus and the Jewel of Life] Ash and his party travel through time and space under whose help?,劇場版動畫【阿爾宙斯 超克的時空】在誰的幫助下小智一行人穿越時空？,In movie [Arceus and the Jewel of Life] Ash and his party travel through time and space under whose help?,404,404,Dialga,帝牙盧卡,Dialga,404,404,Palkia,帕路奇亞,Palkia,404,404,Giratina,騎拉帝納,Giratina,404,404,Arceus,阿爾宙斯,Arceus,404,404,1,
264,3,50,342,"In the movie [Giratina and the Sky Warrior], what is the reason Giratina is tracking Dialga?",劇場版動畫【騎拉帝納與冰空的花束】中騎拉帝納追蹤帝牙盧卡的原因是什麽？,"In the movie [Giratina and the Sky Warrior], what is the reason Giratina is tracking Dialga?",404,404,Because the Reverse World is polluted,因為反轉世界受到了汙染,Because the Reverse World is polluted,404,404,Because of past grudges,因為以往的恩怨,Because of past grudges,404,404,Because they have the ability to travel through time and space,因為都有時空穿梭的能力,Because they have the ability to travel through time and space,404,404,Retake certain items from Dialga,奪回帝牙盧卡身上的某些物品,Retake certain items from Dialga,404,404,1,
265,3,50,342,What is the favorite food of Hoopa Confined in movie [Hoopa and the Clash of Ages] ?,劇場版動畫【光環的超魔神】中主角懲戒胡帕最喜歡吃的食物是？,What is the favorite food of Hoopa Confined in movie [Hoopa and the Clash of Ages] ?,404,404,Donuts,甜甜圈,Donuts,404,404,Macaron,馬卡龍,Macaron,404,404,Strawberry Cake,草莓蛋糕,Strawberry Cake,404,404,Icing bread,糖霜面包,Icing bread,404,404,1,
266,3,50,342,"In movie [Spell of the Unown], in the end of the movie, Ash and his partners bid farewell toLisa. Moli gets a Pokémon and reunites with her father. Which Pokémon is it?",劇場版動畫【結晶塔的帝王】中片尾中小智一行人與小淩告別，小美得到了一只精靈並與父親重逢。請問是哪只精靈？,"In movie [Spell of the Unown], in the end of the movie, Ash and his partners bid farewell toLisa. Moli gets a Pokémon and reunites with her father. Which Pokémon is it?",404,404,Teddiursa,熊寶寶,Teddiursa,404,404,Pichu,皮丘,Pichu,404,404,Plusle,正電拍拍,Plusle,404,404,Butterfree,巴大蝶,Butterfree,404,404,1,
267,3,50,342,"In movie [Lucario and the Mystery of Mew], Ash entered the tree of beginning in order to find Pikachu, but was swallowed by the tree as an invading bacteria. Who saved Ash in the end?",劇場版動畫【夢幻與波導的勇者路卡利歐】中，小智為了尋找皮卡丘進入世界初始之樹中、卻被世界樹當成入侵細菌吞噬，請問最後是誰救了小智？,"In movie [Lucario and the Mystery of Mew], Ash entered the tree of beginning in order to find Pikachu, but was swallowed by the tree as an invading bacteria. Who saved Ash in the end?",404,404,Mew,夢幻,Mew,404,404,Mewtwo,超夢,Mewtwo,404,404,Celebi,時拉比,Celebi,404,404,Pikachu,皮卡丘,Pikachu,404,404,1,
